Application Number,Total Amount,Total Number,Application Received Date,Application Approved Date,Vehicle Category,Vehicle Model,Vehicle Make,Vehicle Year,Date of Purchase,Purchase or Lease?,Zip Code,County
M-004428,"$1,000",1000,3/29/17 10:50,4/6/17 12:51,BEV,Tesla Model X,Tesla,2017,2017-03-28,Purchase,2138,Middlesex
M-004429,"$2,500",2500,3/29/17 14:51,4/6/17 12:27,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-11,Lease,1921,Essex
M-004431,"$1,500",1500,3/29/17 15:14,4/5/17 14:57,PHEV,Ford C-MAX Energi,Ford,2017,2017-03-29,Lease,1373,Franklin
M-004432,"$2,500",2500,3/29/17 15:25,4/5/17 15:37,PHEV+,Chevrolet Volt,Chevrolet,2016,2016-06-30,Purchase,1950,Essex
M-004433,"$2,500",2500,3/29/17 18:34,4/5/17 14:56,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-06,Lease,2632,Barnstable
M-004434,"$2,500",2500,3/29/17 18:52,4/6/17 12:08,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-03-29,Lease,1775,Middlesex
M-004435,"$1,000",1000,3/29/17 20:27,4/5/17 14:58,BEV,Tesla Model X,Tesla,2017,2017-03-29,Purchase,2474,Middlesex
M-004436,"$1,500",1500,3/29/17 21:27,4/5/17 14:59,PHEV,Toyota Prius Prime,Toyota,2017,2017-03-24,Purchase,1747,Worcester
M-004437,"$2,500",2500,3/30/17 7:59,4/12/17 14:40,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-24,Lease,2045,Plymouth
M-004438,"$1,000",1000,3/30/17 8:11,4/19/17 16:11,BEV,Tesla Model X,Tesla,2017,2017-03-28,Purchase,2127,Suffolk
M-004439,"$2,500",2500,3/30/17 9:49,4/12/17 14:47,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-03-29,Purchase,2132,Suffolk
M-004440,"$2,500",2500,3/30/17 12:41,4/5/17 15:07,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-29,Lease,1742,Middlesex
M-004441,"$2,500",2500,3/30/17 14:31,4/5/17 15:03,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-29,Purchase,1983,Essex
M-004442,"$1,500",1500,3/30/17 19:36,4/5/17 15:08,PHEV,Toyota Prius Prime,Toyota,2017,2017-03-25,Purchase,2093,Norfolk
M-004443,"$1,500",1500,3/30/17 20:57,4/5/17 15:13,PHEV,Toyota Prius Prime,Toyota,2017,2017-03-26,Purchase,1748,Middlesex
M-004444,"$2,500",2500,3/30/17 22:03,4/5/17 15:06,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-23,Purchase,1741,Middlesex
M-004445,"$2,500",2500,3/30/17 22:41,4/6/17 12:14,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-27,Lease,2171,Norfolk
M-004446,"$1,000",1000,3/31/17 11:16,4/5/17 15:30,BEV,Tesla Model S - 75 kWh,Tesla,2016,2016-12-31,Purchase,2375,Bristol
M-004447,"$2,500",2500,3/31/17 11:19,4/11/17 17:17,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-07,Lease,2191,Norfolk
M-004449,"$1,000",1000,3/31/17 13:11,4/13/17 16:14,BEV,Tesla Model S - 60 kWh,Tesla,2016,2016-07-12,Lease,1845,Essex
M-004450,"$1,500",1500,3/31/17 14:36,4/5/17 17:10,PHEV,Ford C-MAX Energi,Ford,2016,2016-09-08,Lease,1119,Hampden
M-004451,"$1,500",1500,3/31/17 15:17,4/10/17 14:37,PHEV,Ford Fusion Energi,Ford,2016,2015-10-30,Lease,1778,Middlesex
M-004452,"$2,500",2500,3/31/17 16:50,4/5/17 17:07,PHEV+,Chevrolet Volt,Chevrolet,2016,2016-02-22,Purchase,1890,Middlesex
M-004453,"$1,500",1500,3/31/17 16:50,4/10/17 13:43,PHEV,Toyota Prius Prime,Toyota,2017,2017-03-26,Purchase,2466,Middlesex
M-004454,"$2,500",2500,3/31/17 17:36,5/1/17 14:35,BEV,Nissan Leaf SV,Nissan,2017,2017-03-27,Purchase,1844,Essex
M-004455,"$2,500",2500,3/31/17 17:43,4/6/17 12:45,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-27,Lease,2421,Middlesex
M-004456,"$1,000",1000,3/31/17 17:50,4/12/17 14:56,BEV,Tesla Model S - 60 kWh,Tesla,2016,2017-03-30,Purchase,1719,Middlesex
M-004457,"$2,500",2500,3/31/17 18:19,4/5/17 15:27,PHEV+,Chevrolet Volt,Chevrolet,2016,2016-12-17,Purchase,2139,Middlesex
M-004458,"$2,500",2500,3/31/17 19:57,4/5/17 15:15,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-03-04,Purchase,1451,Worcester
M-004459,"$2,500",2500,3/31/17 21:39,4/14/17 12:40,BEV,Ford Focus Electric,Ford,2016,2017-03-28,Lease,2066,Plymouth
M-004461,"$1,000",1000,4/1/17 6:57,4/13/17 17:19,BEV,Tesla Model X,Tesla,2016,2017-03-31,Purchase,2030,Norfolk
M-004462,"$1,500",1500,4/1/17 10:29,4/18/17 13:11,PHEV,Toyota Prius Prime,Toyota,2017,2017-03-23,Purchase,1720,Middlesex
M-004463,"$1,500",1500,4/1/17 11:14,4/13/17 17:24,PHEV,Toyota Prius Prime,Toyota,2017,2017-01-02,Purchase,1720,Middlesex
M-004464,"$1,500",1500,4/1/17 12:32,4/5/17 15:18,PHEV,Audi A3 e-tron,Audi,2017,2017-03-25,Purchase,2481,Norfolk
M-004465,"$2,500",2500,4/1/17 13:33,4/5/17 15:30,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-03-25,Purchase,2176,Middlesex
M-004468,"$1,500",1500,4/1/17 14:06,4/10/17 14:13,PHEV,Toyota Prius Prime,Toyota,2017,2017-03-27,Purchase,1915,Essex
M-004469,"$2,500",2500,4/1/17 14:24,4/5/17 15:17,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-29,Purchase,1772,Worcester
M-004470,"$1,500",1500,4/1/17 15:46,4/12/17 14:39,PHEV,Toyota Prius Prime,Toyota,2017,2017-03-29,Purchase,2791,Bristol
M-004471,"$1,500",1500,4/1/17 15:54,4/19/17 15:00,PHEV,Toyota Prius Prime,Toyota,2017,2017-04-01,Purchase,2127,Suffolk
M-004473,"$1,500",1500,4/1/17 20:44,4/20/17 17:16,PHEV,Toyota Prius Prime,Toyota,2017,2017-03-25,Purchase,1453,Worcester
M-004474,"$2,500",2500,4/2/17 6:26,4/5/17 15:10,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-03-24,Purchase,2474,Middlesex
M-004475,"$1,000",1000,4/2/17 9:22,4/14/17 12:33,BEV,Tesla Model S - 60 kWh,Tesla,2016,2017-03-29,Purchase,1545,Worcester
M-004476,"$1,000",1000,4/2/17 10:16,4/5/17 15:19,BEV,Tesla Model S 100 kWh,Tesla,2017,2017-03-31,Purchase,2420,Middlesex
M-004477,"$2,500",2500,4/2/17 13:09,4/12/17 15:00,PHEV+,Chevrolet Volt,Chevrolet,2015,2015-06-30,Purchase,2026,Norfolk
M-004478,"$2,500",2500,4/2/17 13:50,4/5/17 15:11,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-30,Purchase,1342,Franklin
M-004479,"$1,000",1000,4/2/17 15:23,4/13/17 17:48,BEV,Tesla Model X,Tesla,2017,2016-09-22,Purchase,1944,Essex
M-004480,"$2,500",2500,4/2/17 18:16,4/7/17 11:54,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-21,Lease,2131,Suffolk
M-004481,"$1,500",1500,4/2/17 18:34,4/7/17 12:09,PHEV,Ford C-MAX Energi,Ford,2017,2017-03-27,Purchase,1950,Essex
M-004483,"$2,500",2500,4/2/17 19:34,4/7/17 11:45,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-29,Lease,1201,Berkshire
M-004484,"$1,500",1500,4/2/17 21:05,4/12/17 15:05,PHEV,Ford C-MAX Energi,Ford,2017,2017-02-27,Lease,1035,Hampshire
M-004485,"$2,500",2500,4/2/17 21:33,4/12/17 14:37,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-04-02,Purchase,1740,Worcester
M-004486,"$1,500",1500,4/3/17 7:14,4/12/17 15:07,PHEV,Toyota Prius Prime,Toyota,2017,2017-03-31,Purchase,2780,Bristol
M-004487,"$2,500",2500,4/3/17 9:25,4/5/17 15:22,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-23,Lease,2171,Norfolk
M-004488,"$1,000",1000,4/3/17 11:08,4/21/17 12:49,PHEV,BMW X5 xDrive40e,BMW,2017,2017-01-29,Purchase,2421,Middlesex
M-004489,"$1,500",1500,4/3/17 12:55,4/12/17 17:41,PHEV,Hyundai Sonata Plug-in Hybrid,Hyundai,2017,2017-03-25,Purchase,1568,Worcester
M-004490,"$2,500",2500,4/3/17 13:19,4/6/17 13:47,BEV,Volkswagen e-Golf,Volkswagen,2016,2017-03-06,Lease,2474,Middlesex
M-004491,"$1,500",1500,4/3/17 13:21,4/7/17 11:50,PHEV,Ford Fusion Energi,Ford,2017,2017-04-01,Lease,1020,Hampden
M-004492,"$1,000",1000,4/3/17 13:40,4/13/17 17:39,BEV,Tesla Model S 100 kWh,Tesla,2017,2017-03-30,Purchase,1772,Worcester
M-004493,"$2,500",2500,4/3/17 16:07,4/5/17 15:29,BEV,Nissan Leaf SL,Nissan,2017,2017-02-26,Purchase,2026,Norfolk
M-004494,"$1,000",1000,4/3/17 16:44,4/6/17 13:34,BEV,Tesla Model S 100 kWh,Tesla,2017,2017-03-28,Purchase,1010,Hampden
M-004495,"$2,500",2500,4/3/17 16:51,4/5/17 15:31,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-04-03,Lease,2451,Middlesex
M-004496,"$2,500",2500,4/3/17 17:43,4/7/17 12:05,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-23,Lease,2343,Norfolk
M-004497,"$2,500",2500,4/3/17 18:19,4/7/17 12:17,BEV,Nissan Leaf SL,Nissan,2016,2016-09-06,Lease,2130,Suffolk
M-004498,"$1,500",1500,4/3/17 19:24,4/13/17 12:44,PHEV,Ford C-MAX Energi,Ford,2016,2016-10-28,Purchase,1060,Hampshire
M-004499,"$2,500",2500,4/3/17 20:51,4/12/17 15:00,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-04-03,Lease,2777,Bristol
M-004500,"$2,500",2500,4/3/17 21:30,4/5/17 15:24,PHEV+,Chevrolet Volt,Chevrolet,2017,2016-09-06,Lease,1226,Berkshire
M-004501,"$2,500",2500,4/3/17 23:16,5/8/17 17:57,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-03-29,Lease,76014,Tarrant
M-004502,"$2,500",2500,4/4/17 7:40,4/12/17 14:37,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-03-23,Purchase,1721,Middlesex
M-004504,"$1,500",1500,4/4/17 12:06,4/17/17 11:45,PHEV,Ford Fusion Energi,Ford,2017,2017-03-30,Lease,1906,Essex
M-004505,"$2,500",2500,4/4/17 13:24,4/12/17 14:34,BEV,BMW i3 REx,BMW,2017,2017-03-29,Lease,1230,Berkshire
M-004506,"$1,500",1500,4/4/17 15:59,4/12/17 14:42,PHEV,Ford C-MAX Energi,Ford,2016,2017-02-26,Purchase,2459,Middlesex
M-004507,"$2,500",2500,4/4/17 16:09,4/12/17 14:41,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-03-31,Purchase,1773,Middlesex
M-004508,"$1,500",1500,4/4/17 16:27,4/12/17 14:33,PHEV,Ford C-MAX Energi,Ford,2017,2017-04-04,Lease,1720,Middlesex
M-004509,"$2,500",2500,4/4/17 17:38,4/12/17 14:36,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-31,Lease,1890,Middlesex
M-004510,"$2,500",2500,4/4/17 20:15,4/12/17 14:33,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-04-02,Purchase,2090,Norfolk
M-004511,"$2,500",2500,4/4/17 22:33,4/14/17 11:45,BEV,BMW i3 REx,BMW,2017,2017-03-29,Lease,1908,Essex
M-004512,"$2,500",2500,4/5/17 11:21,4/19/17 14:36,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-04-01,Purchase,1720,Middlesex
M-004513,"$1,000",1000,4/5/17 11:21,4/13/17 17:36,BEV,Tesla Model X,Tesla,2016,2016-05-06,Purchase,2347,Plymouth
M-004515,"$1,000",1000,4/5/17 13:32,4/13/17 17:44,BEV,Tesla Model S 100 kWh,Tesla,2017,2017-03-30,Purchase,2482,Norfolk
M-004516,"$2,500",2500,4/5/17 13:34,4/12/17 14:38,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-21,Lease,2184,Norfolk
M-004517,"$1,000",1000,4/5/17 15:01,5/15/17 12:29,BEV,Tesla Model X,Tesla,2017,2017-03-30,Purchase,1770,Middlesex
M-004518,"$1,000",1000,4/5/17 15:46,4/19/17 14:56,PHEV,BMW X5 xDrive40e,BMW,2017,2017-04-03,Purchase,2492,Norfolk
M-004521,"$1,500",1500,4/5/17 18:41,4/12/17 14:44,PHEV,Ford C-MAX Energi,Ford,2016,2017-04-03,Lease,2136,Suffolk
M-004522,"$1,500",1500,4/5/17 19:05,4/27/17 12:05,PHEV,Ford Fusion Energi,Ford,2017,2017-04-03,Lease,1906,Essex
M-004523,"$1,500",1500,4/5/17 19:54,4/18/17 12:02,PHEV,Toyota Prius Prime,Toyota,2017,2017-01-05,Purchase,2476,Middlesex
M-004524,"$2,500",2500,4/5/17 21:55,4/12/17 14:41,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-03-27,Purchase,2474,Middlesex
M-004525,"$1,000",1000,4/5/17 21:57,5/4/17 12:40,BEV,Tesla Model S 100 kWh,Tesla,2017,2017-04-05,Lease,2025,Norfolk
M-004527,"$2,500",2500,4/6/17 14:18,4/13/17 17:30,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-03-31,Lease,2631,Barnstable
M-004528,"$1,000",1000,4/6/17 17:18,4/20/17 17:55,BEV,Tesla Model X,Tesla,2017,2017-03-08,Purchase,2026,Norfolk
M-004529,"$1,500",1500,4/6/17 19:24,4/19/17 14:57,PHEV,Toyota Prius Prime,Toyota,2017,2017-02-23,Purchase,1752,Middlesex
M-004530,"$1,500",1500,4/6/17 19:31,4/12/17 14:51,PHEV,Toyota Prius Prime,Toyota,2017,2017-04-03,Purchase,2072,Norfolk
M-004531,"$1,500",1500,4/6/17 20:04,4/12/17 14:52,PHEV,Toyota Prius Prime,Toyota,2017,2017-04-02,Purchase,2184,Norfolk
M-004532,"$1,500",1500,4/7/17 7:27,4/12/17 14:43,PHEV,Toyota Prius Prime,Toyota,2017,2017-04-04,Purchase,1240,Berkshire
M-004533,"$2,500",2500,4/7/17 10:20,4/12/17 14:46,BEV,Mercedes-Benz B250e,Mercedes-Benz,2015,2017-03-31,Purchase,1913,Essex
M-004534,"$2,500",2500,4/7/17 11:35,4/12/17 14:45,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-03-21,Purchase,1944,Essex
M-004535,"$1,500",1500,4/7/17 11:52,4/19/17 15:00,PHEV,Audi A3 e-tron,Audi,2017,2017-03-18,Purchase,2472,Middlesex
M-004536,"$2,500",2500,4/7/17 14:49,4/12/17 15:09,PHEV+,Chevrolet Volt,Chevrolet,2016,2016-02-15,Purchase,2048,Bristol
M-004537,"$2,500",2500,4/7/17 16:41,4/12/17 14:50,BEV,Volkswagen e-Golf,Volkswagen,2016,2017-02-18,Purchase,1503,Worcester
M-004538,"$1,000",1000,4/7/17 20:07,4/20/17 17:58,BEV,Tesla Model S - 90 kWh,Tesla,2017,2017-03-09,Purchase,1741,Middlesex
M-004539,"$2,500",2500,4/8/17 8:47,4/19/17 15:06,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-30,Purchase,1522,Worcester
M-004540,"$1,500",1500,4/8/17 9:01,4/24/17 15:02,PHEV,Ford C-MAX Energi,Ford,2017,2017-04-07,Lease,2472,Middlesex
M-004541,"$2,500",2500,4/8/17 10:36,4/12/17 15:05,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-04,Purchase,1060,Hampshire
M-004542,"$2,500",2500,4/8/17 11:11,4/12/17 14:53,BEV,Nissan Leaf S,Nissan,2016,2016-10-23,Purchase,2421,Middlesex
M-004543,"$2,500",2500,4/8/17 12:27,4/13/17 17:22,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-03-12,Purchase,2478,Middlesex
M-004544,"$2,500",2500,4/8/17 12:44,4/21/17 12:15,BEV,Nissan Leaf S,Nissan,2017,2017-04-06,Purchase,2186,Norfolk
M-004545,"$2,500",2500,4/8/17 13:08,4/13/17 17:14,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-02-28,Purchase,2476,Middlesex
M-004546,"$1,500",1500,4/8/17 13:45,4/12/17 14:55,PHEV,Toyota Prius Prime,Toyota,2017,2017-03-28,Purchase,1949,Essex
M-004547,"$2,500",2500,4/8/17 18:18,5/17/17 11:44,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-04-06,Purchase,1923,Essex
M-004549,"$2,500",2500,4/9/17 10:27,4/12/17 15:01,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-26,Lease,2493,Middlesex
M-004550,"$1,500",1500,4/9/17 15:28,4/12/17 15:11,PHEV,Toyota Prius Prime,Toyota,2017,2017-03-25,Purchase,2461,Middlesex
M-004551,"$1,500",1500,4/9/17 15:58,4/26/17 14:59,PHEV,Hyundai Sonata Plug-in Hybrid,Hyundai,2017,2017-03-31,Purchase,2180,Middlesex
M-004552,"$1,500",1500,4/9/17 19:01,4/13/17 16:18,PHEV,Ford Fusion Energi,Ford,2017,2017-03-30,Lease,1960,Essex
M-004553,"$2,500",2500,4/9/17 19:57,4/12/17 15:10,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-29,Lease,2144,Middlesex
M-004554,"$2,500",2500,4/9/17 21:24,4/12/17 15:04,PHEV+,Chevrolet Volt,Chevrolet,2017,2016-08-06,Lease,2135,Suffolk
M-004555,"$2,500",2500,4/10/17 11:17,4/14/17 12:06,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-11,Lease,2171,Norfolk
M-004556,"$2,500",2500,4/10/17 12:13,4/20/17 16:48,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-17,Purchase,1054,Franklin
M-004557,"$1,000",1000,4/10/17 12:36,4/13/17 17:07,BEV,Tesla Model X,Tesla,2017,2017-03-20,Purchase,2532,Barnstable
M-004558,"$1,000",1000,4/10/17 13:50,5/4/17 11:55,BEV,Tesla Model S - 90 kWh,Tesla,2017,2017-03-04,Purchase,1890,Middlesex
M-004562,"$1,500",1500,4/10/17 21:30,4/12/17 15:06,PHEV,Ford C-MAX Energi,Ford,2016,2017-03-23,Lease,2559,Barnstable
M-004563,"$2,500",2500,4/10/17 23:04,4/12/17 15:08,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-02-12,Purchase,1844,Essex
M-004564,"$2,500",2500,4/10/17 23:36,4/13/17 17:09,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-04-08,Lease,2472,Middlesex
M-004565,"$1,500",1500,4/11/17 6:59,4/19/17 16:09,PHEV,Toyota Prius Prime,Toyota,2017,2017-04-08,Purchase,1741,Middlesex
M-004566,"$2,500",2500,4/11/17 8:45,4/27/17 12:17,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-03-31,Lease,2360,Plymouth
M-004567,"$2,500",2500,4/11/17 9:41,4/21/17 12:57,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-02-12,Purchase,2760,Bristol
M-004568,"$1,500",1500,4/11/17 10:59,4/19/17 15:03,PHEV,Toyota Prius Prime,Toyota,2017,2017-03-31,Purchase,2474,Middlesex
M-004569,"$1,000",1000,4/11/17 13:40,4/19/17 14:53,BEV,Tesla Model S 100 kWh,Tesla,2017,2017-03-31,Purchase,2481,Norfolk
M-004571,"$2,500",2500,4/11/17 16:08,4/24/17 15:40,BEV,BMW i3,BMW,2017,2017-04-11,Lease,2445,Norfolk
M-004572,"$2,500",2500,4/11/17 17:34,4/20/17 17:04,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-04-06,Lease,2482,Norfolk
M-004573,"$1,000",1000,4/11/17 18:47,4/28/17 13:21,BEV,Tesla Model X,Tesla,2016,2017-04-11,Lease,1776,Middlesex
M-004574,"$2,500",2500,4/11/17 19:04,4/21/17 13:11,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-04-10,Lease,1007,Hampshire
M-004575,"$1,000",1000,4/11/17 19:55,4/20/17 17:49,BEV,Tesla Model S - 75 kWh,Tesla,2017,2017-04-07,Purchase,2459,Middlesex
M-004577,"$2,500",2500,4/11/17 21:55,4/19/17 14:52,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-04-10,Lease,2116,Suffolk
M-004578,"$1,000",1000,4/12/17 0:40,4/19/17 16:18,BEV,Tesla Model S - 90 kWh,Tesla,2016,2016-09-30,Purchase,2476,Middlesex
M-004579,"$1,500",1500,4/12/17 8:55,4/21/17 12:10,PHEV,Toyota Prius Prime,Toyota,2017,2017-02-22,Purchase,1002,Hampshire
M-004580,"$2,500",2500,4/12/17 9:42,4/19/17 15:04,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-04-10,Purchase,1890,Middlesex
M-004581,"$1,000",1000,4/12/17 11:36,4/25/17 13:16,BEV,Tesla Model S - 75 kWh,Tesla,2017,2017-04-10,Purchase,2481,Norfolk
M-004582,"$2,500",2500,4/12/17 13:10,5/5/17 16:10,BEV,Kia Soul EV,Kia,2016,2017-04-12,Lease,2568,Dukes
M-004584,"$2,500",2500,4/12/17 15:04,4/19/17 14:55,PHEV+,Chevrolet Volt,Chevrolet,2017,2016-06-28,Purchase,1701,Middlesex
M-004588,"$1,500",1500,4/12/17 21:58,4/26/17 14:52,PHEV,Toyota Prius Prime,Toyota,2017,2017-01-27,Purchase,1534,Worcester
M-004589,"$2,500",2500,4/12/17 21:59,4/19/17 14:58,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-04-12,Purchase,1742,Middlesex
M-004590,"$1,500",1500,4/13/17 7:28,4/19/17 16:12,PHEV,Toyota Prius Prime,Toyota,2017,2017-04-13,Purchase,1536,Worcester
M-004591,"$1,500",1500,4/13/17 8:24,4/20/17 11:58,PHEV,Ford Fusion Energi,Ford,2017,2017-04-11,Purchase,1008,Hampden
M-004593,"$1,500",1500,4/13/17 16:10,4/19/17 16:07,PHEV,Toyota Prius Prime,Toyota,2017,2017-03-27,Purchase,1062,Hampshire
M-004594,"$1,500",1500,4/13/17 20:30,4/26/17 14:37,PHEV,Toyota Prius Prime,Toyota,2017,2017-04-08,Purchase,1741,Middlesex
M-004595,"$1,000",1000,4/13/17 20:55,4/20/17 17:25,BEV,Tesla Model S 100 kWh,Tesla,2017,2017-04-13,Purchase,2482,Norfolk
M-004596,"$1,500",1500,4/13/17 21:14,4/26/17 14:53,PHEV,Ford C-MAX Energi,Ford,2017,2017-04-12,Purchase,2140,Middlesex
M-004597,"$1,500",1500,4/13/17 21:21,4/19/17 15:05,PHEV,Toyota Prius Prime,Toyota,2017,2017-04-13,Purchase,1056,Hampden
M-004598,"$2,500",2500,4/13/17 21:33,4/26/17 14:37,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-04-08,Purchase,2762,Norfolk
M-004599,"$2,500",2500,4/14/17 9:04,4/26/17 14:33,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-03-27,Lease,2476,Middlesex
M-004600,"$2,500",2500,4/14/17 9:44,5/4/17 11:45,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-04-12,Lease,1773,Middlesex
M-004601,"$1,000",1000,4/14/17 9:51,4/28/17 13:24,BEV,Tesla Model S - 75 kWh,Tesla,2017,2017-04-13,Purchase,2493,Middlesex
M-004602,"$1,000",1000,4/14/17 12:28,4/24/17 14:51,BEV,Tesla Model S - 60 kWh,Tesla,2017,2017-03-13,Purchase,2056,Norfolk
M-004603,"$2,500",2500,4/14/17 13:16,4/19/17 16:09,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-03-20,Lease,1921,Essex
M-004604,"$1,500",1500,4/14/17 15:40,5/26/17 12:48,PHEV,Toyota Prius Prime,Toyota,2017,2017-04-14,Purchase,2210,Suffolk
M-004606,"$2,500",2500,4/14/17 22:32,5/3/17 18:06,BEV,BMW i3 REx,BMW,2017,2017-04-07,Lease,2482,Norfolk
M-004607,"$1,000",1000,4/15/17 7:52,4/19/17 16:08,BEV,Tesla Model S 100 kWh,Tesla,2017,2017-04-08,Lease,2148,Middlesex
M-004608,"$1,000",1000,4/15/17 8:52,4/19/17 16:11,BEV,Tesla Model X,Tesla,2017,2017-04-08,Purchase,2481,Norfolk
M-004609,"$1,000",1000,4/15/17 12:22,4/20/17 18:00,BEV,Tesla Model S - 90 kWh,Tesla,2017,2017-04-13,Purchase,2150,Suffolk
M-004610,"$1,000",1000,4/15/17 13:49,6/26/17 16:22,PHEV,BMW X5 xDrive40e,BMW,2016,2016-11-23,Lease,2169,Norfolk
M-004611,"$1,000",1000,4/15/17 22:34,4/24/17 14:56,BEV,Tesla Model S - 75 kWh,Tesla,2017,2017-03-24,Purchase,1532,Worcester
M-004612,"$2,500",2500,4/16/17 8:49,4/26/17 14:41,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-04-12,Purchase,1460,Middlesex
M-004613,"$2,500",2500,4/16/17 12:38,4/26/17 14:42,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-04-09,Purchase,2459,Middlesex
M-004614,"$2,500",2500,4/16/17 21:10,4/19/17 16:13,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-04-15,Purchase,2135,Suffolk
M-004615,"$2,500",2500,4/16/17 21:31,4/19/17 16:19,PHEV+,Chevrolet Volt,Chevrolet,2017,2017-04-14,Lease,2451,Middlesex
M-004616,"$2,500",2500,4/16/17 22:06,4/26/17 14:39,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-04-08,Purchase,1821,Middlesex
M-004617,"$2,500",2500,4/17/17 0:11,4/26/17 14:36,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-04-11,Purchase,2140,Middlesex
M-004619,"$2,500",2500,4/17/17 9:14,4/19/17 16:15,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-03-20,Purchase,2420,Middlesex
M-004620,"$1,500",1500,4/17/17 12:53,4/27/17 12:35,PHEV,Audi A3 e-tron,Audi,2017,2017-03-31,Purchase,1944,Essex
M-004621,"$1,000",1000,4/17/17 12:59,6/6/17 18:13,BEV,Tesla Model S - 90 kWh,Tesla,2017,2017-03-15,Purchase,2111,Suffolk
M-004622,"$2,500",2500,4/17/17 16:01,4/19/17 16:17,BEV,Chevrolet Bolt EV,Chevrolet,2017,2017-04-04,Purchase,1035,Hampshire
M-004623,"$1,000",1000,4/17/17 17:20,4/26/17 14:40,BEV,Tesla Model S 100 kWh,Tesla,2017,2017-04-17,Purchase,1887,Middlesex
M-004624,"$2,500",2500,4/17/17 19:37,4/19/17 16:14,BEV,Kia Soul EV,Kia,2016,2017-04-13,Lease,2067,Norfolk
M-004625,"$1,000",1000,4/17/17 19:49,5/5/17 16:27,BEV,Tesla Model X,Tesla,2017,2017-03-23,Purchase,2052,Norfolk
M-004626,"$1,500",1500,4/17/17 20:30,4/21/17 12:28,PHEV,Toyota Prius Prime,Toyota,2017,2017-04-17,Purchase,1062,Hampshire
M-004627,"$1,500",1500,4/17/17 21:07,4/26/17 15:52,PHEV,Toyota Prius Prime,Toyota,2017,2017-04-04,Lease,2351,Plymouth
